Date,Headlines,Negative,Neutral,Positive,Actual Sentiment,Sentiment value
02/06/2022,Borgen review – this antidote to real-life politics is like The West Wing 2022 : TV review,0.086431846,0.7851182,0.12844998,Neutral,0.7851182
31/05/2022,Casting JonBenet: a true crime masterpiece that questions what is ‘true’ : Stream team,0.05638524,0.6168186,0.3267961,Neutral,0.6168186
31/05/2022,Bo Burnham’s Inside is a masterpiece – even these outtakes are hilarious,0.003606494,0.026576031,0.96981746,Positive,0.96981746
30/05/2022,Norm Macdonald’s Nothing Special: a standup says farewell,0.13430609,0.78869045,0.07700344,Neutral,0.78869045
30/05/2022,Borgen again! The most prescient show on TV is back – and still working its magic,0.000932829,0.016157987,0.9829092,Positive,0.9829092
29/05/2022,Lenny Henry criticises TV streamers’ commissioning tactics,0.6319639,0.35607734,0.011958743,Negative,0.6319639
29/05/2022,Only the BBC would take on teaching our kids in a crisis. That’s its point,0.45923516,0.4696333,0.07113155,Neutral,0.4696333
27/05/2022,Netflix adds warning to Stranger Things episode after Texas shooting,0.21443178,0.7459965,0.03957179,Neutral,0.7459965
25/05/2022,Ricky Gervais Netflix special condemned by LGBTQ groups for ‘anti-trans rants masquerading as jokes’,0.5685325,0.41028807,0.02117932,Negative,0.5685325
25/05/2022,Can Stranger Things help put Netflix back on track?,0.003618986,0.317649,0.67873204,Positive,0.67873204
25/05/2022,"‘The truth is, I love everything’: is Phil Rosenthal the nicest man on TV?",0.009559043,0.09453908,0.89590186,Positive,0.89590186
24/05/2022,"Better Call Saul recap: season six, episode seven – the midseason finale throws up a shocking twist : Better Call Saul: episode by episode",0.09587453,0.7409999,0.16312559,Neutral,0.7409999
23/05/2022,Britons cut spending on streaming services amid cost-of-living squeeze,0.37656727,0.57479995,0.048632786,Neutral,0.57479995
20/05/2022,Is Kim a secret crime kingpin? The various ways Better Call Saul might finish,0.12886603,0.84320396,0.027929915,Neutral,0.84320396
19/05/2022,Toasting not roasting: these comedians would surely mock Netflix’s hall of fame,0.6625444,0.30221513,0.035240512,Negative,0.6625444
19/05/2022,'My mum has access to mine': Nadine Dorries admits sharing her Netflix account – video,0.045713276,0.8528824,0.10140442,Neutral,0.8528824
19/05/2022,Amazon’s spend on TV and film in UK passes £1bn as Netflix cuts back,0.05228959,0.7382007,0.20950973,Neutral,0.7382007
19/05/2022,Nadine Dorries admits sharing Netflix account with relatives,0.22491984,0.73902994,0.036050245,Neutral,0.73902994
18/05/2022,Netflix cuts 150 jobs after subscriber exodus,0.6661657,0.31723154,0.016602777,Negative,0.6661657
17/05/2022,"Better Call Saul recap: season six, episode six – Kim’s fate now feels certain : Better Call Saul: episode by episode",0.01317499,0.7062065,0.2806185,Neutral,0.7062065
13/05/2022,The Guide #34: The death of binge-watching : The Guide,0.48275962,0.4796188,0.037621584,Negative,0.48275962
13/05/2022,Senior Year review – Rebel Wilson fails Netflix high school comedy,0.690695,0.29380897,0.015496015,Negative,0.690695
13/05/2022,The Lincoln Lawyer review – it’s a modern-day Knight Rider! Buckle up : TV review,0.05851082,0.7477453,0.19374387,Neutral,0.7477453
12/05/2022,Streaming services are in dire straits – yet somehow I’m still forking out for seven,0.80793065,0.1746259,0.017443484,Negative,0.80793065
11/05/2022,Our Father review – an undeniably gripping tale of a fertility doctor’s shocking crimes : TV review,0.25784913,0.6807785,0.061372355,Neutral,0.6807785
10/05/2022,"Better Call Saul recap: season six, episode five – Jimmy’s fists do the talking : Better Call Saul: episode by episode",0.039765023,0.86468583,0.09554914,Neutral,0.86468583
10/05/2022,"‘Every time I find a new sibling, it’s like I’m ruining their life’: the fertility doctor who went rogue",0.8397274,0.14968362,0.010588961,Negative,0.8397274
08/05/2022,Thar review – savage Hindi neo-western set in Rajasthan,0.07824601,0.8964004,0.02535366,Neutral,0.8964004
06/05/2022,Marmaduke review – Pete Davidson-voiced Netflix animation is a real dog,0.15417822,0.63269573,0.213126,Neutral,0.63269573
06/05/2022,Along for the Ride review – Netflix teen romance is missing a spark,0.7511072,0.23403677,0.014856026,Negative,0.7511072
05/05/2022,‘Dodged a bullet’: how whistleblowers averted a second US nuclear disaster,0.27544925,0.6660144,0.05853639,Neutral,0.6660144
05/05/2022,"The Pentaverate review – Mike Myers is back, and he’s still an accomplished idiot : TV review",0.82456565,0.15374091,0.021693518,Negative,0.82456565
04/05/2022,Man charged for attack on Dave Chappelle with replica gun at LA comedy festival,0.61745536,0.36580995,0.01673472,Negative,0.61745536
04/05/2022,My streaming gem: why you should watch The Disciple : My streaming gem,0.019851405,0.6880578,0.2920908,Neutral,0.6880578
03/05/2022,"Better Call Saul recap: season six, episode four – Kim knows the terrifying truth : Better Call Saul: episode by episode",0.2280904,0.7148857,0.057023928,Neutral,0.7148857
02/05/2022,Netflix faces losing licensed hit shows to streaming rivals,0.5226492,0.4458045,0.03154629,Negative,0.5226492
02/05/2022,‘You become obsessed with her’: the enduring fascination with Marilyn Monroe,0.1476174,0.67395806,0.1784245,Neutral,0.67395806
02/05/2022,"Farewell to Ozark – the most thrilling, rewarding crime show around",0.001770512,0.019587431,0.9786421,Positive,0.9786421
01/05/2022,Netflix drops Meghan’s animated series amid cutbacks – report,0.3761165,0.5997415,0.024142014,Neutral,0.5997415
30/04/2022,"Subscriber slump may be bad news for Netflix, but better for the planet : The networker",0.4221454,0.42241552,0.15543902,Neutral,0.42241552
30/04/2022,"Thanks in part to Alice Oseman, TV has never been better if you’re young and gay : Names in the news",0.21002457,0.3957366,0.39423877,Neutral,0.3957366
29/04/2022,"Eurovision, Mike Myers, and every James Bond movie: what’s new to streaming in Australia this May : Stream lover",0.031010887,0.7955518,0.17343739,Neutral,0.7955518
29/04/2022,"‘Emotional support witches’: farewell to Grace and Frankie, TV’s greatest female friendship",0.1904603,0.62237746,0.18716228,Neutral,0.62237746
28/04/2022,‘People are going to get eaten!’ How to turn adult sci-fi into kids’ TV with bite,0.81546265,0.17140421,0.013133204,Negative,0.81546265
26/04/2022,More than a quarter of Netflix’s UK subscribers share passwords,0.11710928,0.80245113,0.08043965,Neutral,0.80245113
26/04/2022,My streaming gem: why you should watch The Incredible Jessica James : My streaming gem,0.01078081,0.41180313,0.57741606,Positive,0.57741606
26/04/2022,"Better Call Saul recap: season six, episode three – Nacho’s reckoning : Better Call Saul: episode by episode",0.023184957,0.9068556,0.06995946,Neutral,0.9068556
23/04/2022,House of cards? Why the world is falling out of love with Netflix,0.85935396,0.12442183,0.0162242,Negative,0.85935396
22/04/2022,Heartstopper review – possibly the loveliest show on TV : TV review,0.014236407,0.15907738,0.8266862,Positive,0.8266862
21/04/2022,US hedge fund billionaire sells Netflix stake at huge loss,0.47041452,0.50472516,0.02486034,Neutral,0.50472516
21/04/2022,No wonder Netflix is bleeding subscribers – it’s become the new cable,0.7289039,0.2373015,0.033794563,Negative,0.7289039
21/04/2022,Investors should take a cautious approach to THG takeover talk : Nils Pratley on finance,0.124553315,0.83833706,0.037109595,Neutral,0.83833706
20/04/2022,Why is Netflix losing so many subscribers and what can it do about it?,0.7799133,0.20994638,0.010140285,Negative,0.7799133
20/04/2022,Just Eat Takeaway’s US adventure now looks like a terrible mistake : Nils Pratley on finance,0.83972776,0.14387639,0.016395885,Negative,0.83972776
20/04/2022,That Anatomy of a Scandal scene: is this the silliest TV moment ever?,0.56232363,0.35898027,0.07869615,Negative,0.56232363
20/04/2022,"Netflix shares fall more than 35% after streamer loses over 200,000 subscribers",0.83734345,0.15478803,0.007868589,Negative,0.83734345
20/04/2022,"Russian Doll review – did we need this second season? Yes, yes, yes : TV review",0.010369468,0.33319566,0.6564349,Positive,0.6564349
19/04/2022,Netflix loses subscribers for first time in 10 years – and considers advertisements,0.8235328,0.16809137,0.008375804,Negative,0.8235328
19/04/2022,‘Discrimination was their brand’: how Abercrombie & Fitch fell out of fashion,0.6136047,0.3599355,0.026459835,Negative,0.6136047
19/04/2022,"Better Call Saul recap: season six, episodes one and two – watch out Howard! Jimmy is back : Better Call Saul: episode by episode",0.010487615,0.5265967,0.46291566,Neutral,0.5265967
18/04/2022,Streaming subscriptions in decline as UK households cut budgets,0.7242021,0.2637372,0.012060709,Negative,0.7242021
17/04/2022,If Netflix is stumbling will Wall Street renew or cancel?,0.3346855,0.6459416,0.01937288,Neutral,0.6459416
17/04/2022,The week in TV: Anatomy of a Scandal; Derry Girls; Killing Eve; Gentleman Jack : Observer TV reviews,0.0501498,0.89309424,0.05675606,Neutral,0.89309424
16/04/2022,Invictus Games: Harry and Meghan pay tribute to Ukrainians,0.010280498,0.84715134,0.14256819,Neutral,0.84715134
15/04/2022,Anatomy of a Scandal review – none of these characters speak like human beings : TV review,0.8980084,0.098741286,0.003250309,Negative,0.8980084
15/04/2022,Choose or Die review – gory Netflix video game horror,0.39983144,0.5664045,0.03376406,Neutral,0.5664045
14/04/2022,Frank Langella leaves Netflix show after misconduct investigation,0.43713942,0.5454717,0.017388841,Neutral,0.5454717
14/04/2022,The awful truth of Netflix’s Jimmy Savile documentary: he gaslit an entire nation,0.8931257,0.09881015,0.008064191,Negative,0.8931257
14/04/2022,‘I don’t let my wife use it’ – great TV theme tune composers savage ‘skip intro’,0.103676505,0.44487768,0.45144576,Positive,0.45144576
14/04/2022,Destroying relationships in science’s name: how reality TV ‘experiments’ wreck lives : Reality checked,0.767543,0.21933672,0.013120302,Negative,0.767543
13/04/2022,Netflix subscribers in Russia launch class action for loss of service,0.52260953,0.46528465,0.012105866,Negative,0.52260953
11/04/2022,Video game developers set for cash influx as tech firms compete for deals,0.013806134,0.7593574,0.22683653,Neutral,0.7593574
09/04/2022,Ten tweets in need of the new edit button: from covfefe to Oscars selfie,0.3301602,0.6105964,0.05924332,Neutral,0.6105964
06/04/2022,Bridgerton’s South Asian representation is wonderfully anachronistic,0.35021856,0.49113256,0.15864892,Neutral,0.49113256
06/04/2022,TechScape: What does Elon Musk want with Twitter? : TechScape,0.0861258,0.85990554,0.053968724,Neutral,0.85990554
05/04/2022,Pushing Buttons: Is the PlayStation Plus revamp actually good for gamers? : Pushing Buttons,0.057112858,0.66868687,0.27420023,Neutral,0.66868687
05/04/2022,Flogging Channel 4 won’t bring about the longed-for British reply to Netflix : Nils Pratley on finance,0.5005379,0.46224666,0.037215523,Negative,0.5005379
02/04/2022,What links Bridgerton to the Stone Roses? : Down the rabbit hole,0.132152,0.8228867,0.044961322,Neutral,0.8228867
01/04/2022,The Wordle of Netflix? Meet Trivia Quest: your daily interactive quiz fix,0.026067033,0.7581366,0.21579638,Neutral,0.7581366
31/03/2022,"Gaslit, Devs and Better Call Saul: what’s new to streaming in Australia this April : Stream lover",0.012617366,0.78257334,0.2048093,Neutral,0.78257334
31/03/2022,"More like this please! The wild, conspiracy-filled Netflix documentary that you can’t resist",0.012798019,0.11705373,0.8701483,Positive,0.8701483
30/03/2022,C’est Drôle! Netflix’s Standing Up is a love letter to Paris’s comedy scene,0.001908724,0.12982377,0.86826754,Positive,0.86826754
30/03/2022,Apollo 10½ review – Richard Linklater’s sensational coming-of-ager heads for the stars,0.016442673,0.54304546,0.4405118,Neutral,0.54304546
29/03/2022,Iron Chef is coming back: Adam Liaw celebrates Japan’s cult classic cooking show : Stream team,0.000930833,0.11573752,0.8833316,Positive,0.8833316
26/03/2022,Going for gold: where to stream the 2022 Oscar contenders : Guy Lodge's streaming and DVDs,0.018610405,0.89435595,0.08703365,Neutral,0.89435595
25/03/2022,Bridgerton season two review – back with less fun and far less sex : TV review,0.74042463,0.22873186,0.030843537,Negative,0.74042463
25/03/2022,Why The Power of the Dog should win the best picture Oscar : Best picture Oscar hustings,0.011967262,0.30033505,0.6876977,Positive,0.6876977
25/03/2022,‘Free Anna Delvey’: Anna Sorokin’s art show features works inspired by fake heiress,0.2777589,0.66514575,0.057095315,Neutral,0.66514575
22/03/2022,‘Everything is shades of grey’: inside the bizarre world of Netflix hit Bad Vegan,0.2877112,0.6261075,0.086181216,Neutral,0.6261075
21/03/2022,"Golden age of streaming could cost viewers up to £2,500 a year",0.618526,0.36256546,0.0189085,Negative,0.618526
21/03/2022,Stop making TV about scams! How shows about grifters created the year’s most boring premise,0.9231912,0.06883617,0.007972663,Negative,0.9231912
19/03/2022,Track or treat: how a Netflix show gave millions a new passion for sport,0.003371096,0.12688217,0.86974674,Positive,0.86974674
18/03/2022,Top Boy review – this brilliant crime drama always leaves you guessing : TV review,0.080473974,0.2941769,0.6253491,Positive,0.6253491
18/03/2022,"Netflix’s Byron Baes is contrived, trashy and awful. It’s practically a public service",0.9413348,0.051270567,0.007394743,Negative,0.9413348
18/03/2022,Life imitates art as seven charged over robbery from Lupin set,0.20189507,0.75777686,0.04032806,Neutral,0.75777686
18/03/2022,Dame Helen Mirren as the Shame Wizard: Human Resources is Big Mouth’s star-packed spin-off,0.089603886,0.8386791,0.07171704,Neutral,0.8386791
18/03/2022,Windfall review – talky Netflix crime thriller brings little reward,0.26596668,0.60272044,0.13131289,Neutral,0.60272044
17/03/2022,Black Crab review – Sweden goes to war in throwaway Netflix thriller,0.40213594,0.5634652,0.034398817,Neutral,0.5634652
17/03/2022,Netflix tests charges for sharing passwords between households,0.28490713,0.690894,0.024198847,Neutral,0.690894
17/03/2022,Netflix US revives TV comedy that launched Zelenskiy to Ukraine presidency,0.0122255,0.70097536,0.28679913,Neutral,0.70097536
16/03/2022,Is It Cake? The bizarre baking show that might rescue 2022,0.064195246,0.6721301,0.26367465,Neutral,0.6721301
16/03/2022,Bad Vegan: Fame. Fraud. Fugitives review – fascinating tale of a $2m fraud and an immortal dog : TV review,0.40859947,0.5078497,0.083550826,Neutral,0.5078497
16/03/2022,Is Byron Baes ... good? Plus: TikTok’s worst trend : Saved for Later,0.77133375,0.20001677,0.028649492,Negative,0.77133375
15/03/2022,Catherine Cohen: The Twist…? She’s Gorgeous review – wickedly funny,0.010794385,0.112127714,0.8770779,Positive,0.8770779
13/03/2022,The Adam Project review – big-hearted family time-travel adventure,0.011345633,0.6302901,0.35836425,Neutral,0.6302901
12/03/2022,What links a slew of grifter TV shows to a strip club hustle and Son of Sam? : Down the rabbit hole,0.523061,0.45869303,0.018246008,Negative,0.523061
11/03/2022,Bridgerton star Golda Rosheuvel: ‘I’m definitely in a relationship with the wigs’,0.09124098,0.7857095,0.12304948,Neutral,0.7857095
10/03/2022,Netflix raises prices again for subscribers in UK and Ireland,0.24502048,0.6565223,0.09845726,Neutral,0.6565223
10/03/2022,"Byron Baes review – a compelling, compulsive and kind of terrifying binge",0.30599684,0.494448,0.19955523,Neutral,0.494448
10/03/2022,The Adam Project review – Ryan Reynolds quips through thin Netflix sci-fi,0.039112728,0.85495627,0.105931014,Neutral,0.85495627
09/03/2022,Say hello to the Fab Fünf! Queer Eye’s German remake will leave you in tears,0.1001828,0.3681578,0.53165936,Positive,0.53165936
08/03/2022,From Anna Delvey to the Tinder Swindler: why do we fall for the TV scammers?,0.8365034,0.15817107,0.00532559,Negative,0.8365034
08/03/2022,‘Cable cutters’ wonder whether cheaper alternative is over as Netflix raises price,0.29309818,0.6429851,0.0639167,Neutral,0.6429851
07/03/2022,TikTok restricts service in Russia and Netflix stops streaming,0.6112912,0.37219816,0.016510593,Negative,0.6112912
07/03/2022,"Inside Byron Baes: ‘I was like, have I destroyed my life by going on this show?’",0.88003147,0.11026435,0.009704189,Negative,0.88003147
06/03/2022,Against the Ice review – plodding Arctic survival story,0.3148201,0.6555169,0.029662965,Neutral,0.6555169
05/03/2022,"Bleak as it is, Euphoria has made cult teen TV finally grow up : Names in the news",0.05839045,0.40960443,0.53200513,Positive,0.53200513
03/03/2022,The Weekend Away review – Leighton Meester anchors taut but thin Netflix thriller,0.03656655,0.85215163,0.11128181,Neutral,0.85215163
03/03/2022,Park Seo Jun: ‘I actually couldn’t believe Marvel wanted to speak to me’,0.49528575,0.44155937,0.063154906,Negative,0.49528575
02/03/2022,Pamela Anderson to ‘tell the real story’ in Netflix documentary,0.020923242,0.90612245,0.07295436,Neutral,0.90612245
02/03/2022,Netflix to pause all projects and acquisitions in Russia,0.2306518,0.7406734,0.028674744,Neutral,0.7406734
02/03/2022,"Halo, Moon Knight and more Bridgerton: what’s new to streaming in Australia in March : Stream lover",0.006041461,0.8388755,0.155083,Neutral,0.8388755
01/03/2022,Against the Ice review – simple but sturdy Netflix survival drama,0.019047374,0.68182534,0.2991273,Neutral,0.68182534
27/02/2022,"‘I feel like a competition winner’: Bridgerton’s Nicola Coughlan on luck, social media and her ‘nice’ list",0.006809585,0.19476454,0.79842585,Positive,0.79842585
25/02/2022,"‘Really, actively, surprisingly brilliant’: the Top 5 interactive shows on Netflix",0.001549754,0.048624866,0.9498254,Positive,0.9498254
24/02/2022,The Crown’s jewels stolen in Yorkshire raid on TV show’s vehicles,0.51343656,0.46990678,0.016656665,Negative,0.51343656
24/02/2022,Netflix’s Bubba Wallace docuseries ends up losing the race,0.6923357,0.28145984,0.026204536,Negative,0.6923357
23/02/2022,Byron Baes: Netflix releases first trailer of controversial reality show – video,0.04102912,0.8931454,0.06582555,Neutral,0.8931454
23/02/2022,Netflix offers £1.5m budget in search for new UK film-makers,0.010706919,0.72258574,0.2667074,Neutral,0.72258574
22/02/2022,‘All those agencies failed us’: inside the terrifying downfall of Boeing,0.84304917,0.14876257,0.008188251,Negative,0.84304917
21/02/2022,Charlie Brooker: ‘Mr Dystopia? That makes me sound like a wrestler’,0.28089553,0.65378356,0.06532094,Neutral,0.65378356
21/02/2022,Mo Gilligan: There’s Mo to Life review – superstar comic just keeps rising,0.002649158,0.20394714,0.7934037,Positive,0.7934037
19/02/2022,Investors alarmed as streaming services lose their magic touch,0.66465396,0.31889278,0.016453283,Negative,0.66465396
18/02/2022,Texas Chainsaw Massacre review – it’s Leatherface vs gentrifiers in nasty sequel,0.4127073,0.5478681,0.039424628,Neutral,0.5478681
18/02/2022,The Tinder Swindler fallout shows the dark side of Netflix fame,0.49636182,0.47251308,0.031125039,Negative,0.49636182
18/02/2022,"The Cuphead Show! review – this fast, funny spin-off has perfected the original video game : TV review",0.003009043,0.06659269,0.9303982,Positive,0.9303982
17/02/2022,What we learn from Anna Delvey: scams are all the rage for Generation Hustle,0.65138984,0.32727948,0.021330686,Negative,0.65138984
16/02/2022,"Jeen-Yuhs: A Kanye Trilogy review – a heartwarming, sometimes heart-rending biopic : TV review",0.003263141,0.3309462,0.6657907,Positive,0.6657907
16/02/2022,"Sarah Vaughan: ‘Other writers ask if I’ve got a crystal ball. Actually, I just read the news’",0.18089165,0.7559322,0.06317614,Neutral,0.7559322
16/02/2022,Cheating the audience: what went wrong with Inventing Anna?,0.8530781,0.14064561,0.006276334,Negative,0.8530781
14/02/2022,Weird film accents: the new Dick Van Dykes : Pass notes,0.31242102,0.61601645,0.07156255,Neutral,0.61601645
11/02/2022,Ex-Cheer star Jerry Harris pleads guilty to child sexual abuse image charges,0.65062404,0.339142,0.010234,Negative,0.65062404
11/02/2022,Bigbug review – Jean-Pierre Jeunet’s offbeat robot tale lands on Netflix,0.019808244,0.7861499,0.19404182,Neutral,0.7861499
11/02/2022,Where do millennials like me go now for TV authenticity? Big Brother,0.21958748,0.71863574,0.06177682,Neutral,0.71863574
11/02/2022,Inventing Anna review – a brilliantly told modern soap opera : TV review,0.01813497,0.6037241,0.37814093,Neutral,0.6037241
10/02/2022,Inventing Anna: does Netflix’s new true-crime drama glamorise scammers?,0.37405905,0.5670312,0.058909725,Neutral,0.5670312
10/02/2022,The Tinder Swindler reveals the painful truth about women and online dating,0.6464723,0.34276897,0.01075874,Negative,0.6464723
09/02/2022,Amazon’s Prime Video signs record deal to film in Surrey studios for next decade,0.008339041,0.6404338,0.35122716,Neutral,0.6404338
09/02/2022,"‘If we are honest, it wasn’t particularly good’: looking back on the first Netflix original, 10 years later",0.65960854,0.3028987,0.03749277,Negative,0.65960854
08/02/2022,The Guardian view on anti-Traveller prejudice: the aim must be inclusion,0.19749281,0.72901917,0.073488064,Neutral,0.72901917
08/02/2022,Roma accuse government of hypocrisy over Jimmy Carr joke,0.7364078,0.2581197,0.005472484,Negative,0.7364078
07/02/2022,"No, Kirstie Allsopp, cancelling Netflix won’t buy a house – in any location",0.55685574,0.40038675,0.042757463,Negative,0.55685574
07/02/2022,"Jimmy Carr’s joke about Roma people ‘deeply disturbing’, says No 10",0.76316756,0.22478199,0.012050365,Negative,0.76316756
05/02/2022,New laws would hold Netflix to account after ‘shocking’ Jimmy Carr joke,0.49627113,0.4693424,0.034386486,Negative,0.49627113
05/02/2022,Stream big: how Netflix changed the TV landscape in 10 years,0.017503932,0.575856,0.40664008,Neutral,0.575856
03/02/2022,Netflix’s 2022 preview trailer is a ghoulish nightmare of coerced A-listers,0.54714906,0.39254573,0.060305204,Negative,0.54714906
03/02/2022,The Royal Treatment: why is a bland romcom a Netflix smash hit?,0.48729783,0.46274,0.049962204,Negative,0.48729783
02/02/2022,The Tinder Swindler review – the gobsmacking true story of an internet con artist : TV review,0.61834186,0.3619767,0.019681405,Negative,0.61834186
02/02/2022,‘Catfishing on a whole other level’: the shocking story of the Tinder Swindler,0.51694113,0.44332653,0.039732356,Negative,0.51694113
01/02/2022,What’s on Netflix and Amazon this month – February : The best shows to stream this month,0.001152557,0.056007184,0.9428402,Positive,0.9428402
31/01/2022,"Pam & Tommy, Murderville and Reacher: what’s new to streaming in Australia in February : Stream lover",0.013058595,0.8697814,0.11715996,Neutral,0.8697814
28/01/2022,First female chess grandmaster sues Netflix over false claim in Queen’s Gambit,0.4772896,0.5039891,0.018721368,Neutral,0.5039891
25/01/2022,Aziz Ansari: Nightclub Comedian review – standup looks back in cynical Netflix special,0.0169049,0.8867115,0.09638366,Neutral,0.8867115
24/01/2022,jeen-yuhs: what can we learn from the new Kanye West documentary?,0.047986068,0.9160518,0.035962164,Neutral,0.9160518
24/01/2022,"Netflix could lose 750,000 UK subscribers as Disney takes control of hit shows",0.6237266,0.35619664,0.020076789,Negative,0.6237266
21/01/2022,Netflix’s market value tumbles as it predicts subscriber slowdown,0.7561802,0.22920267,0.014617122,Negative,0.7561802
21/01/2022,Kanye West wants to approve final edit of Netflix documentary Jeen-Yuhs,0.008688611,0.861342,0.12996948,Neutral,0.861342
17/01/2022,Lego sued over leather jacket worn by toy Antoni in Queer Eye set,0.054883458,0.88607156,0.059044994,Neutral,0.88607156
16/01/2022,Australia’s free-to-air channels demand guaranteed prime position on smart TVs,0.00955549,0.5461656,0.4442789,Neutral,0.5461656
14/01/2022,Dirty cash and crypto: how the booming cryptocurrency market is open to exploitation,0.040263318,0.68075174,0.27898496,Neutral,0.68075174
14/01/2022,Archive 81 review – the horror series humanity needs right now : TV review,0.24982403,0.7155073,0.034668658,Neutral,0.7155073
10/01/2022,Golden Globes: The Power of the Dog and Succession win at celebrity-free ceremony,0.001963304,0.21279044,0.78524625,Positive,0.78524625
08/01/2022,Hype House: Netflix series shows the depressing side of TikTok fame,0.7429112,0.23502755,0.022061182,Negative,0.7429112
07/01/2022,Wes Anderson to make new Roald Dahl adaptation with Benedict Cumberbatch,0.008851364,0.90417606,0.086972564,Neutral,0.90417606
05/01/2022,How The Lost Daughter confronts one of our most enduring cultural taboos,0.51851666,0.46641332,0.015070032,Negative,0.51851666
05/01/2022,‘People said I didn’t have enough talent’: the rise of Italy’s graphic novel gonzo,0.39211422,0.558382,0.049503807,Neutral,0.558382
04/01/2022,"As an American in Paris, I love Emily’s vinegary take on the city of light",0.001192887,0.019006185,0.97980094,Positive,0.97980094
03/01/2022,Ukraine’s culture minister blasts Emily in Paris over ‘unacceptable’ stereotype,0.8625741,0.13129114,0.006134769,Negative,0.8625741
03/01/2022,As UK hits peak Netflix the streaming giant will have to work harder,0.26753303,0.59612244,0.1363445,Neutral,0.59612244
01/01/2022,"The Tourist, The Gilded Age and Strictly Ballroom: what’s new to streaming in Australia in January : Stream lover",0.01737093,0.86215734,0.12047177,Neutral,0.86215734
01/01/2022,"Jamie Dornan’s right, comfort TV is causing our attention spans to desert us : Names in the news",0.6983144,0.2794816,0.022204006,Negative,0.6983144
31/12/2021,From The Hype House to El Deafo: the seven best shows to stream this week : The seven best shows to stream this week,0.001372722,0.11421809,0.8844092,Positive,0.8844092
27/12/2021,Look away: why star-studded comet satire Don’t Look Up is a disaster,0.7387369,0.23545551,0.025807638,Negative,0.7387369
26/12/2021,Untrained blind student lands starring role in Netflix second world war epic,0.16747436,0.76182747,0.07069813,Neutral,0.76182747
23/12/2021,Hooray for Selling Tampa! Why British reality TV urgently needs diversity lessons from the US : Reality checked,0.06907888,0.35841873,0.57250243,Positive,0.57250243
22/12/2021,ITV can toast a bumper year – yet investors remain reluctant,0.35803747,0.5470691,0.09489351,Neutral,0.5470691
21/12/2021,From Zoom to Disney+ watch parties: tech for family fun at Christmas,0.001077417,0.08581362,0.913109,Positive,0.913109
17/12/2021,"‘Big egos, power struggles, stunning betrayals’: how Netflix’s Drive to Survive turned Americans into F1 fans",0.3970064,0.53632313,0.06667045,Neutral,0.53632313
16/12/2021,"The 50 best TV shows of 2021, No 5: Squid Game : 2021 in TV",0.00256541,0.12201058,0.875424,Positive,0.875424
16/12/2021,"Knights, princes and a Scottish castle: is this what women really want for Christmas?",0.22621277,0.64543945,0.12834778,Neutral,0.64543945
15/12/2021,The Guardian view on British TV drama: a new golden age?,0.07185455,0.8386496,0.08949592,Neutral,0.8386496
15/12/2021,"US Amazon web services outage hits Netflix, Slack, Ring and Doordash",0.60323477,0.3709954,0.025769783,Negative,0.60323477
13/12/2021,Money problems: how TV painted a bleak picture of wealth in 2021,0.7018366,0.2826882,0.015475218,Negative,0.7018366
13/12/2021,Streaming boom pushes big budget production spending in UK to record £6bn,0.004399457,0.33681688,0.6587836,Positive,0.6587836
13/12/2021,Adam McKay: ‘Leo sees Meryl as film royalty – he didn’t like seeing her with a lower back tattoo’,0.5149945,0.46037507,0.024630465,Negative,0.5149945
13/12/2021,Why it’s time to say goodbye to Tiger King,0.15298565,0.79837906,0.048635297,Neutral,0.79837906
12/12/2021,Paris warms to Emily as Netflix’s ingenue returns for new series,0.002412232,0.2956532,0.7019346,Positive,0.7019346
11/12/2021,The duo behind TV’s catchiest jingles: ‘Only a few people on Mumsnet know who we are – we like it that way!’,0.019455438,0.2944125,0.6861321,Positive,0.6861321
11/12/2021,"‘I’ve shown so much of myself to the world’: The Witcher’s Anya Chalotra on power, people-watching and being a perfectionist",0.125311,0.68868405,0.18600501,Neutral,0.68868405
10/12/2021,Hannah Gadsby – Body of Work: a joyful guide to blasting Netflix and messing with Christian bakers,0.059762117,0.46784258,0.4723953,Positive,0.4723953
07/12/2021,"The 50 best films of 2021 in the UK, No 9: The Lost Daughter : Best films of 2021",0.001294993,0.088891536,0.9098135,Positive,0.9098135
06/12/2021,Christmas in Genovia: what exactly does Hollywood think Europe is?,0.19663264,0.76342285,0.03994444,Neutral,0.76342285
06/12/2021,"The 50 best films of 2021 in the US, No 10: The Lost Daughter : Top US films 2021",0.001739827,0.11604014,0.8822201,Positive,0.8822201
03/12/2021,‘The robbery is like a football match’: blockbuster binge-watch Money Heist bows out,0.18920077,0.6263558,0.18444341,Neutral,0.6263558
03/12/2021,"Parasite, Eyes Wide Shut and Shaun the Sheep: what’s new to streaming in Australia in December : Stream lover",0.015064336,0.80139995,0.18353571,Neutral,0.80139995
03/12/2021,The Guide #11: the YouTuber going viral for his Netflix knockoff : The Guide,0.006292876,0.53142375,0.46228337,Neutral,0.53142375
03/12/2021,14 Peaks: the quest to climb the world’s highest mountains in less than a year,0.006301428,0.42394754,0.569751,Positive,0.569751
02/12/2021,Single All the Way review – Netflix’s first gay Christmas romcom,0.032654207,0.7720414,0.19530438,Neutral,0.7720414
02/12/2021,‘A cold-souled Brokeback’: queerness and desire in The Power of the Dog,0.024748327,0.896768,0.07848376,Neutral,0.896768
